# ---------------------------------- Disclaimer -----------------------------------------,,,,,,,
# The reservoir data contained in this file are best estimates generated by the Texas    ,,,,,,,
# Water Development Board(TWDB) using data collected by various data providers as well   ,,,,,,,
# as by TWDB. For a detailed explaination of the methodology used please visit:          ,,,,,,,
#                                                                                        ,,,,,,,
#     http://waterdatafortexas.org/reservoirs/methodology                                ,,,,,,,
#                                                                                        ,,,,,,,
# TWDB makes no warranties(including no warranties as to merchantability or fitness)     ,,,,,,,
# either expressed or implied with respect to the data or its fitness for any specific   ,,,,,,,
# application.                                                                           ,,,,,,,
# ---------------------------------------------------------------------------------------,,,,,,,
# ,,,,,,,
# Definitions:,,,,,,,
#     reservoir_storage = actual storage at measured lake elevation,,,,,,,
#     dead_pool_capacity = storage at dead pool elevation,,,,,,,
#     conservation_capacity = storage at conservation pool elevation - dead pool capacity,,,,,,,
#     conservation_storage = reservoir storage - dead pool capacity (note: conservation storage is capped at conservation capacity),,,,,,,
#     percent_full = 100 * conservation storage/conservation capacity,,,,,,,
# ,,,,,,,
#     for more detailed explanations see http://waterdatafortexas.org/reservoirs/glossary,,,,,,,
# ,,,,,,,
# Estimated daily average data for Elephant Butte Lake,,,,,,,
#     generated: 2023-03-31T21:24:54.480746 UTC,,,,,,,
#     url: https://waterdatafortexas.org/reservoirs/individual/elephant-butte.csv,,,,,,,
# ,,,,,,,
# Footnote:,,,,,,,
#     ,,,,,,,
#         Elephant Butte Lake (located in New Mexico) is governed by the Rio Grande,,,,,,,
#         Compact. The Rio Grande Compact is an interstate compact signed in 1938,,,,,,,
"#         between the states of Colorado, New Mexico and Texas and approved by the",,,,,,,
"#         U.S. Congress, to equitably apportion the waters of the Rio Grande Basin.",,,,,,,
#         Water from the lake supplies irrigation water as well as a portion of El,,,,,,,
#         Paso's supply when available.,,,,,,,
#     ,,,,,,,
# ,,,,,,,
# Elevation-Area-Capacity rating curve(s) used:,,,,,,,
#     https://waterdatafortexas.org/reservoirs/individual/elephant-butte/rating-curve/USBR/2019-11-01,,,,,,,
# ,,,,,,,
# Conservation pool elevation(s) used:,,,,,,,
#     4407.0 feet above NGVD29 -43.3 (End date: 2020-01-01),,,,,,,
#     4406.297704 feet above NGVD29 -43.3 (Start date to end date: 2020-01-01 to 2020-04-01),,,,,,,
"#     4405.587736 feet above NGVD29 -43.3 (Start date: 2020-04-01, Seasonal: April 1 to October 1)",,,,,,,
"#     4406.297704 feet above NGVD29 -43.3 (Start date: 2020-04-01, Seasonal: October 1 to April 1)",,,,,,,
# ,,,,,,,
# Dead pool elevation(s) used:,,,,,,,
#     4231.5 feet above NGVD29 -43.3,,,,,,,
# ,,,,,,,
# Vertical datum(s) used:,,,,,,,
#     NGVD29 -43.3,,,,,,,
# ,,,,,,,
# Units:,,,,,,,
#     date: YYYY-MM-DD,,,,,,,
#     water_level: feet above vertical datum,,,,,,,
#     surface_area: acres,,,,,,,
#     storages: acre-feet,,,,,,,
# ,,,,,,,
# ,,,,,,,
date,water_level,surface_area,reservoir_storage,conservation_storage,percent_full,conservation_capacity,dead_pool_capacity
10/21/2003,4305.26,6346.82,145970,145970,7.3,2010900,0
10/22/2003,4305.3,6353.44,146224,146224,7.3,2010900,0
10/23/2003,4305.32,6356.75,146351,146351,7.3,2010900,0
10/24/2003,4305.36,6363.36,146606,146606,7.3,2010900,0
10/25/2003,4305.38,6366.67,146733,146733,7.3,2010900,0
10/26/2003,4305.38,6366.67,146733,146733,7.3,2010900,0
10/27/2003,4305.4,6369.98,146860,146860,7.3,2010900,0
10/28/2003,4305.44,6376.6,147115,147115,7.3,2010900,0
10/29/2003,4305.48,6383.21,147370,147370,7.3,2010900,0
10/30/2003,4305.52,6389.83,147626,147626,7.3,2010900,0
10/31/2003,4305.54,6393.14,147754,147754,7.3,2010900,0
11/1/2003,4305.56,6396.45,147882,147882,7.4,2010900,0
11/2/2003,4305.6,6403.07,148137,148137,7.4,2010900,0
11/3/2003,4305.62,6406.38,148266,148266,7.4,2010900,0
11/4/2003,4305.66,6412.99,148522,148522,7.4,2010900,0
11/5/2003,4305.7,6419.61,148778,148778,7.4,2010900,0
11/6/2003,4305.74,6426.23,149036,149036,7.4,2010900,0
11/7/2003,4305.78,6432.85,149293,149293,7.4,2010900,0
11/8/2003,4305.84,6442.78,149679,149679,7.4,2010900,0
11/9/2003,4305.88,6449.39,149937,149937,7.5,2010900,0
11/10/2003,4305.96,6462.62,150453,150453,7.5,2010900,0
11/11/2003,4306.04,6475.98,150971,150971,7.5,2010900,0
11/12/2003,4306.12,6489.45,151489,151489,7.5,2010900,0
11/13/2003,4306.2,6502.92,152009,152009,7.6,2010900,0
11/14/2003,4306.3,6519.75,152660,152660,7.6,2010900,0
11/15/2003,4306.36,6529.85,153052,153052,7.6,2010900,0
11/16/2003,4306.46,6546.69,153706,153706,7.6,2010900,0
11/17/2003,4306.56,6563.52,154361,154361,7.7,2010900,0
11/18/2003,4306.66,6580.36,155018,155018,7.7,2010900,0
11/19/2003,4306.76,6597.19,155677,155677,7.7,2010900,0
11/20/2003,4306.86,6614.03,156338,156338,7.8,2010900,0
11/21/2003,4306.96,6630.86,157000,157000,7.8,2010900,0
11/22/2003,4307.06,6647.7,157664,157664,7.8,2010900,0
11/23/2003,4307.1,6654.44,157930,157930,7.9,2010900,0
11/24/2003,4307.2,6671.27,158596,158596,7.9,2010900,0
11/25/2003,4307.3,6688.11,159264,159264,7.9,2010900,0
11/26/2003,4307.4,6704.94,159934,159934,8,2010900,0
11/27/2003,4307.48,6718.41,160471,160471,8,2010900,0
11/28/2003,4307.58,6735.24,161143,161143,8,2010900,0
11/29/2003,4307.68,6752.08,161818,161818,8,2010900,0
11/30/2003,4307.82,6775.65,162765,162765,8.1,2010900,0
12/1/2003,4307.96,6799.22,163715,163715,8.1,2010900,0
12/2/2003,4308.1,6822.96,164668,164668,8.2,2010900,0
12/3/2003,4308.24,6846.77,165625,165625,8.2,2010900,0
12/4/2003,4308.36,6867.19,166448,166448,8.3,2010900,0
12/5/2003,4308.46,6884.2,167136,167136,8.3,2010900,0
12/6/2003,4308.6,6908,168101,168101,8.4,2010900,0
12/7/2003,4308.72,6928.41,168931,168931,8.4,2010900,0
12/8/2003,4308.84,6948.82,169764,169764,8.4,2010900,0
12/9/2003,4308.98,6972.64,170739,170739,8.5,2010900,0
12/10/2003,4309.1,6993.05,171576,171576,8.5,2010900,0
12/11/2003,4309.24,7016.86,172557,172557,8.6,2010900,0
12/12/2003,4309.36,7037.27,173401,173401,8.6,2010900,0
12/13/2003,4309.52,7064.48,174529,174529,8.7,2010900,0
12/14/2003,4309.64,7084.89,175378,175378,8.7,2010900,0
12/15/2003,4309.8,7112.1,176513,176513,8.8,2010900,0
12/16/2003,4309.92,7132.51,177368,177368,8.8,2010900,0
12/17/2003,4310.06,7155.58,178368,178368,8.9,2010900,0
12/18/2003,4310.2,7177.64,179371,179371,8.9,2010900,0
12/19/2003,4310.34,7199.7,180378,180378,9,2010900,0
12/20/2003,4310.48,7221.77,181387,181387,9,2010900,0
12/21/2003,4310.62,7243.83,182400,182400,9.1,2010900,0
12/22/2003,4310.76,7265.9,183416,183416,9.1,2010900,0
12/23/2003,4310.9,7287.96,184434,184434,9.2,2010900,0
12/24/2003,4311.04,7310.01,185456,185456,9.2,2010900,0
12/25/2003,4311.18,7332.08,186481,186481,9.3,2010900,0
12/26/2003,4311.3,7350.99,187362,187362,9.3,2010900,0
12/27/2003,4311.46,7376.21,188541,188541,9.4,2010900,0
12/28/2003,4311.54,7388.81,189131,189131,9.4,2010900,0
12/29/2003,4311.7,7414.03,190315,190315,9.5,2010900,0
12/30/2003,4311.86,7439.25,191504,191504,9.5,2010900,0
12/31/2003,4312.04,7468.91,192845,192845,9.6,2010900,0
1/1/2004,4312.22,7503.09,194193,194193,9.7,2010900,0
1/2/2004,4312.4,7537.27,195546,195546,9.7,2010900,0
1/3/2004,4312.52,7560.06,196452,196452,9.8,2010900,0
1/4/2004,4312.64,7582.85,197361,197361,9.8,2010900,0
1/5/2004,4312.76,7605.64,198272,198272,9.9,2010900,0
1/6/2004,4312.86,7624.63,199034,199034,9.9,2010900,0
1/7/2004,4312.98,7647.42,199950,199950,9.9,2010900,0
1/8/2004,4313.12,7674.01,201022,201022,10,2010900,0
1/9/2004,4313.24,7696.8,201945,201945,10,2010900,0
1/10/2004,4313.38,7723.38,203024,203024,10.1,2010900,0
1/11/2004,4313.52,7749.97,204107,204107,10.2,2010900,0
1/12/2004,4313.64,7772.76,205039,205039,10.2,2010900,0
1/13/2004,4313.76,7795.54,205973,205973,10.2,2010900,0
1/14/2004,4313.88,7818.33,206910,206910,10.3,2010900,0
1/15/2004,4314.02,7844.89,208006,208006,10.3,2010900,0
1/16/2004,4314.16,7871.23,209106,209106,10.4,2010900,0
1/17/2004,4314.28,7893.8,210052,210052,10.4,2010900,0
1/18/2004,4314.4,7916.37,211000,211000,10.5,2010900,0
1/19/2004,4314.52,7938.93,211952,211952,10.5,2010900,0
1/20/2004,4314.66,7965.26,213065,213065,10.6,2010900,0
1/21/2004,4314.78,7987.83,214022,214022,10.6,2010900,0
1/22/2004,4314.9,8010.39,214982,214982,10.7,2010900,0
1/23/2004,4315.04,8036.72,216106,216106,10.7,2010900,0
1/24/2004,4315.16,8059.29,217071,217071,10.8,2010900,0
1/25/2004,4315.34,8093.14,218525,218525,10.9,2010900,0
1/26/2004,4315.42,8108.18,219173,219173,10.9,2010900,0
1/27/2004,4315.54,8130.75,220147,220147,10.9,2010900,0
1/28/2004,4315.7,8160.84,221451,221451,11,2010900,0
1/29/2004,4315.82,8183.41,222431,222431,11.1,2010900,0
1/30/2004,4315.96,8209.74,223579,223579,11.1,2010900,0
1/31/2004,4316.08,8232.9,224565,224565,11.2,2010900,0
2/1/2004,4316.22,8260.17,225720,225720,11.2,2010900,0
2/2/2004,4316.32,8279.63,226547,226547,11.3,2010900,0
2/3/2004,4316.46,8306.88,227708,227708,11.3,2010900,0
2/4/2004,4316.56,8326.34,228540,228540,11.4,2010900,0
2/5/2004,4316.68,8349.7,229540,229540,11.4,2010900,0
2/6/2004,4316.8,8373.05,230543,230543,11.5,2010900,0
2/7/2004,4316.9,8392.51,231382,231382,11.5,2010900,0
2/8/2004,4317.02,8415.87,232390,232390,11.6,2010900,0
2/9/2004,4317.14,8439.22,233402,233402,11.6,2010900,0
2/10/2004,4317.24,8458.69,234247,234247,11.6,2010900,0
2/11/2004,4317.36,8482.05,235263,235263,11.7,2010900,0
2/12/2004,4317.48,8505.4,236282,236282,11.8,2010900,0
2/13/2004,4317.56,8520.97,236963,236963,11.8,2010900,0
2/14/2004,4317.7,8548.22,238158,238158,11.8,2010900,0
2/15/2004,4317.82,8571.57,239185,239185,11.9,2010900,0
2/16/2004,4317.94,8594.92,240215,240215,11.9,2010900,0
2/17/2004,4318.04,8614.39,241076,241076,12,2010900,0
2/18/2004,4318.18,8641.64,242284,242284,12,2010900,0
2/19/2004,4318.28,8661.1,243149,243149,12.1,2010900,0
2/20/2004,4318.38,8680.57,244016,244016,12.1,2010900,0
2/21/2004,4318.5,8703.92,245059,245059,12.2,2010900,0
2/22/2004,4318.6,8723.38,245930,245930,12.2,2010900,0
2/23/2004,4318.7,8742.84,246804,246804,12.3,2010900,0
2/24/2004,4318.8,8762.31,247679,247679,12.3,2010900,0
2/25/2004,4318.92,8785.66,248732,248732,12.4,2010900,0
2/26/2004,4318.98,8797.34,249259,249259,12.4,2010900,0
2/27/2004,4318.96,8793.45,249083,249083,12.4,2010900,0
2/28/2004,4319.08,8816.81,250140,250140,12.4,2010900,0
2/29/2004,4319.18,8836.27,251023,251023,12.5,2010900,0
3/1/2004,4319.2,8840.16,251199,251199,12.5,2010900,0
3/2/2004,4319.06,8812.91,249964,249964,12.4,2010900,0
3/3/2004,4318.74,8750.63,247154,247154,12.3,2010900,0
3/4/2004,4318.42,8688.35,244363,244363,12.2,2010900,0
3/5/2004,4318.14,8633.85,241938,241938,12,2010900,0
3/6/2004,4317.86,8579.36,239528,239528,11.9,2010900,0
3/7/2004,4317.58,8524.86,237134,237134,11.8,2010900,0
3/8/2004,4317.36,8482.05,235263,235263,11.7,2010900,0
3/9/2004,4317.24,8458.69,234247,234247,11.6,2010900,0
3/10/2004,4317.12,8435.33,233233,233233,11.6,2010900,0
3/11/2004,4316.96,8404.19,231886,231886,11.5,2010900,0
3/12/2004,4316.8,8373.05,230543,230543,11.5,2010900,0
3/13/2004,4316.64,8341.91,229206,229206,11.4,2010900,0
3/14/2004,4316.48,8310.77,227874,227874,11.3,2010900,0
3/15/2004,4316.34,8283.52,226713,226713,11.3,2010900,0
3/16/2004,4316.16,8248.49,225225,225225,11.2,2010900,0
3/17/2004,4316,8217.26,223907,223907,11.1,2010900,0
3/18/2004,4315.82,8183.41,222431,222431,11.1,2010900,0
3/19/2004,4315.64,8149.55,220962,220962,11,2010900,0
3/20/2004,4315.48,8119.47,219660,219660,10.9,2010900,0
3/21/2004,4315.26,8078.1,217878,217878,10.8,2010900,0
3/22/2004,4315.12,8051.77,216749,216749,10.8,2010900,0
3/23/2004,4314.98,8025.44,215624,215624,10.7,2010900,0
3/24/2004,4314.84,7999.11,214502,214502,10.7,2010900,0
3/25/2004,4314.7,7972.78,213384,213384,10.6,2010900,0
3/26/2004,4314.52,7938.93,211952,211952,10.5,2010900,0
3/27/2004,4314.34,7905.08,210526,210526,10.5,2010900,0
3/28/2004,4314.18,7874.99,209264,209264,10.4,2010900,0
3/29/2004,4313.94,7829.73,207379,207379,10.3,2010900,0
3/30/2004,4313.74,7791.75,205817,205817,10.2,2010900,0
3/31/2004,4313.7,7784.15,205505,205505,10.2,2010900,0
4/1/2004,4313.74,7791.75,205817,205817,10.2,2010900,0
4/2/2004,4313.82,7806.94,206441,206441,10.3,2010900,0
4/3/2004,4313.9,7822.13,207066,207066,10.3,2010900,0
4/4/2004,4313.96,7833.53,207536,207536,10.3,2010900,0
4/5/2004,4314.16,7871.23,209106,209106,10.4,2010900,0
4/6/2004,4314.38,7912.61,210842,210842,10.5,2010900,0
4/7/2004,4314.66,7965.26,213065,213065,10.6,2010900,0
4/8/2004,4314.94,8017.91,215303,215303,10.7,2010900,0
4/9/2004,4315.28,8081.86,218040,218040,10.8,2010900,0
4/10/2004,4315.68,8157.08,221288,221288,11,2010900,0
4/11/2004,4316,8217.26,223907,223907,11.1,2010900,0
4/12/2004,4316.34,8283.52,226713,226713,11.3,2010900,0
4/13/2004,4316.76,8365.27,230209,230209,11.4,2010900,0
4/14/2004,4317.18,8447.01,233739,233739,11.6,2010900,0
4/15/2004,4317.6,8528.75,237304,237304,11.8,2010900,0
4/16/2004,4317.96,8598.82,240387,240387,12,2010900,0
4/17/2004,4318.22,8649.42,242630,242630,12.1,2010900,0
4/18/2004,4318.56,8715.6,245582,245582,12.2,2010900,0
4/19/2004,4318.76,8754.52,247329,247329,12.3,2010900,0
4/20/2004,4318.96,8793.45,249083,249083,12.4,2010900,0
4/21/2004,4319.12,8824.59,250493,250493,12.5,2010900,0
4/22/2004,4319.26,8851.84,251730,251730,12.5,2010900,0
4/23/2004,4319.46,8890.76,253505,253505,12.6,2010900,0
4/24/2004,4319.54,8906.33,254216,254216,12.6,2010900,0
4/25/2004,4319.7,8937.47,255644,255644,12.7,2010900,0
4/26/2004,4319.78,8953.04,256359,256359,12.7,2010900,0
4/27/2004,4319.86,8968.61,257076,257076,12.8,2010900,0
4/28/2004,4319.92,8980.29,257615,257615,12.8,2010900,0
4/29/2004,4319.96,8988.08,257974,257974,12.8,2010900,0
4/30/2004,4319.96,8988.08,257974,257974,12.8,2010900,0
5/1/2004,4319.9,8976.4,257435,257435,12.8,2010900,0
5/2/2004,4319.84,8964.72,256897,256897,12.8,2010900,0
5/3/2004,4319.82,8960.82,256718,256718,12.8,2010900,0
5/4/2004,4319.84,8964.72,256897,256897,12.8,2010900,0
5/5/2004,4319.86,8968.61,257076,257076,12.8,2010900,0
5/6/2004,4319.86,8968.61,257076,257076,12.8,2010900,0
5/7/2004,4319.92,8980.29,257615,257615,12.8,2010900,0
5/8/2004,4319.96,8988.08,257974,257974,12.8,2010900,0
5/9/2004,4320.08,9009.94,259054,259054,12.9,2010900,0
5/10/2004,4320.18,9027.61,259956,259956,12.9,2010900,0
5/11/2004,4320.34,9055.92,261403,261403,13,2010900,0
5/12/2004,4320.56,9094.84,263399,263399,13.1,2010900,0
5/13/2004,4320.82,9140.84,265770,265770,13.2,2010900,0
5/14/2004,4321.08,9186.84,268152,268152,13.3,2010900,0
5/15/2004,4321.34,9232.84,270547,270547,13.5,2010900,0
5/16/2004,4321.64,9285.91,273325,273325,13.6,2010900,0
5/17/2004,4321.94,9338.99,276119,276119,13.7,2010900,0
5/18/2004,4322.24,9393.15,278928,278928,13.9,2010900,0
5/19/2004,4322.54,9447.6,281755,281755,14,2010900,0
5/20/2004,4322.8,9494.78,284217,284217,14.1,2010900,0
5/21/2004,4323,9531.08,286119,286119,14.2,2010900,0
5/22/2004,4323.18,9563.75,287838,287838,14.3,2010900,0
5/23/2004,4323.34,9592.78,289371,289371,14.4,2010900,0
5/24/2004,4323.48,9618.19,290715,290715,14.5,2010900,0
5/25/2004,4323.64,9647.23,292257,292257,14.5,2010900,0
5/26/2004,4323.8,9676.27,293802,293802,14.6,2010900,0
5/27/2004,4323.96,9705.3,295353,295353,14.7,2010900,0
5/28/2004,4324.1,9733.31,296713,296713,14.8,2010900,0
5/29/2004,4324.2,9754.04,297688,297688,14.8,2010900,0
5/30/2004,4324.28,9770.63,298469,298469,14.8,2010900,0
5/31/2004,4324.34,9783.07,299056,299056,14.9,2010900,0
6/1/2004,4324.26,9766.48,298274,298274,14.8,2010900,0
6/2/2004,4324.14,9741.6,297103,297103,14.8,2010900,0
6/3/2004,4324.02,9716.71,295936,295936,14.7,2010900,0
6/4/2004,4323.78,9672.64,293609,293609,14.6,2010900,0
6/5/2004,4323.66,9650.86,292450,292450,14.5,2010900,0
6/6/2004,4323.52,9625.45,291100,291100,14.5,2010900,0
6/7/2004,4323.28,9581.89,288795,288795,14.4,2010900,0
6/8/2004,4323,9531.08,286119,286119,14.2,2010900,0
6/9/2004,4322.76,9487.52,283837,283837,14.1,2010900,0
6/10/2004,4322.5,9440.34,281377,281377,14,2010900,0
6/11/2004,4322.24,9393.15,278928,278928,13.9,2010900,0
6/12/2004,4322.02,9353.23,276866,276866,13.8,2010900,0
6/13/2004,4321.8,9314.22,274813,274813,13.7,2010900,0
6/14/2004,4321.52,9264.68,272212,272212,13.5,2010900,0
6/15/2004,4321.1,9190.38,268336,268336,13.3,2010900,0
6/16/2004,4320.66,9112.53,264310,264310,13.1,2010900,0
6/17/2004,4320.32,9052.38,261221,261221,13,2010900,0
6/18/2004,4320.04,9002.9,258694,258694,12.9,2010900,0
6/19/2004,4319.76,8949.15,256181,256181,12.7,2010900,0
6/20/2004,4319.46,8890.76,253505,253505,12.6,2010900,0
6/21/2004,4319.18,8836.27,251023,251023,12.5,2010900,0
6/22/2004,4318.86,8773.99,248205,248205,12.3,2010900,0
6/23/2004,4318.52,8707.81,245233,245233,12.2,2010900,0
6/24/2004,4318.22,8649.42,242630,242630,12.1,2010900,0
6/25/2004,4317.96,8598.82,240387,240387,12,2010900,0
6/26/2004,4317.64,8536.54,237646,237646,11.8,2010900,0
6/27/2004,4317.32,8474.26,234924,234924,11.7,2010900,0
6/28/2004,4316.98,8408.09,232054,232054,11.5,2010900,0
6/29/2004,4316.68,8349.7,229540,229540,11.4,2010900,0
6/30/2004,4316.36,8287.42,226878,226878,11.3,2010900,0
7/1/2004,4315.94,8205.97,223415,223415,11.1,2010900,0
7/2/2004,4315.42,8108.18,219173,219173,10.9,2010900,0
7/3/2004,4314.92,8014.15,215142,215142,10.7,2010900,0
7/4/2004,4314.4,7916.37,211000,211000,10.5,2010900,0
7/5/2004,4313.88,7818.33,206910,206910,10.3,2010900,0
7/6/2004,4313.4,7727.18,203178,203178,10.1,2010900,0
7/7/2004,4312.94,7639.83,199644,199644,9.9,2010900,0
7/8/2004,4312.48,7552.46,196150,196150,9.8,2010900,0
7/9/2004,4311.98,7458.16,192397,192397,9.6,2010900,0
7/10/2004,4311.52,7385.66,188983,188983,9.4,2010900,0
7/11/2004,4311,7303.71,185164,185164,9.2,2010900,0
7/12/2004,4310.52,7228.07,181676,181676,9,2010900,0
7/13/2004,4310.04,7152.42,178225,178225,8.9,2010900,0
7/14/2004,4309.58,7074.69,174953,174953,8.7,2010900,0
7/15/2004,4309.06,6986.25,171297,171297,8.5,2010900,0
7/16/2004,4308.36,6867.19,166448,166448,8.3,2010900,0
7/17/2004,4307.56,6731.88,161009,161009,8,2010900,0
7/18/2004,4306.8,6603.93,155941,155941,7.8,2010900,0
7/19/2004,4305.94,6459.32,150324,150324,7.5,2010900,0
7/20/2004,4305.08,6317.04,144830,144830,7.2,2010900,0
7/21/2004,4304.4,6204.54,140573,140573,7,2010900,0
7/22/2004,4303.88,6115.12,137369,137369,6.8,2010900,0
7/23/2004,4303.6,6060.91,135664,135664,6.7,2010900,0
7/24/2004,4303.26,5995.08,133615,133615,6.6,2010900,0
7/25/2004,4302.88,5921.51,131351,131351,6.5,2010900,0
7/26/2004,4302.62,5871.17,129818,129818,6.5,2010900,0
7/27/2004,4302.52,5851.8,129232,129232,6.4,2010900,0
7/28/2004,4302.54,5855.68,129349,129349,6.4,2010900,0
7/29/2004,4302.58,5863.43,129583,129583,6.4,2010900,0
7/30/2004,4302.62,5871.17,129818,129818,6.5,2010900,0
7/31/2004,4302.7,5886.66,130288,130288,6.5,2010900,0
8/1/2004,4302.64,5875.04,129935,129935,6.5,2010900,0
8/2/2004,4302.56,5859.55,129466,129466,6.4,2010900,0
8/3/2004,4302.56,5859.55,129466,129466,6.4,2010900,0
8/4/2004,4302.48,5844.06,128998,128998,6.4,2010900,0
8/5/2004,4302.4,5828.57,128531,128531,6.4,2010900,0
8/6/2004,4302.32,5813.08,128065,128065,6.4,2010900,0
8/7/2004,4302.22,5793.72,127485,127485,6.3,2010900,0
8/8/2004,4302.12,5774.36,126906,126906,6.3,2010900,0
8/9/2004,4302.04,5758.87,126445,126445,6.3,2010900,0
8/10/2004,4301.96,5743.52,125985,125985,6.3,2010900,0
8/11/2004,4301.86,5724.51,125412,125412,6.2,2010900,0
8/12/2004,4301.72,5697.9,124612,124612,6.2,2010900,0
8/13/2004,4301.22,5602.86,121787,121787,6.1,2010900,0
8/14/2004,4300.58,5481.21,118240,118240,5.9,2010900,0
8/15/2004,4300.04,5378.56,115308,115308,5.7,2010900,0
8/16/2004,4299.92,5357.82,114664,114664,5.7,2010900,0
8/17/2004,4299.76,5331.52,113809,113809,5.7,2010900,0
8/18/2004,4299.62,5308.52,113064,113064,5.6,2010900,0
8/19/2004,4299.34,5262.51,111584,111584,5.5,2010900,0
8/20/2004,4299.08,5219.78,110221,110221,5.5,2010900,0
8/21/2004,4298.8,5173.78,108766,108766,5.4,2010900,0
8/22/2004,4298.48,5121.19,107119,107119,5.3,2010900,0
8/23/2004,4298.26,5085.04,105996,105996,5.3,2010900,0
8/24/2004,4298.16,5068.61,105488,105488,5.2,2010900,0
8/25/2004,4298.06,5052.18,104982,104982,5.2,2010900,0
8/26/2004,4297.92,5030.47,104277,104277,5.2,2010900,0
8/27/2004,4297.78,5009.74,103574,103574,5.2,2010900,0
8/28/2004,4297.64,4989,102874,102874,5.1,2010900,0
8/29/2004,4297.44,4959.38,101879,101879,5.1,2010900,0
8/30/2004,4297.36,4947.54,101483,101483,5,2010900,0
8/31/2004,4297.32,4941.61,101285,101285,5,2010900,0
9/1/2004,4297.1,4909.04,100201,100201,5,2010900,0
9/2/2004,4297,4894.23,99711,99711,5,2010900,0
9/3/2004,4296.88,4876.46,99125,99125,4.9,2010900,0
9/4/2004,4296.78,4861.65,98638,98638,4.9,2010900,0
9/5/2004,4296.68,4846.84,98153,98153,4.9,2010900,0
9/6/2004,4296.56,4829.07,97572,97572,4.9,2010900,0
9/7/2004,4296.42,4808.33,96897,96897,4.8,2010900,0
9/8/2004,4296.32,4793.52,96417,96417,4.8,2010900,0
9/9/2004,4296.18,4772.79,95748,95748,4.8,2010900,0
9/10/2004,4296.04,4752.05,95081,95081,4.7,2010900,0
9/11/2004,4295.92,4733.99,94512,94512,4.7,2010900,0
9/12/2004,4295.78,4712.72,93851,93851,4.7,2010900,0
9/13/2004,4295.64,4691.47,93192,93192,4.6,2010900,0
9/14/2004,4295.5,4670.21,92537,92537,4.6,2010900,0
9/15/2004,4295.36,4648.95,91885,91885,4.6,2010900,0
9/16/2004,4295.2,4624.66,91143,91143,4.5,2010900,0
9/17/2004,4295.08,4606.43,90589,90589,4.5,2010900,0
9/18/2004,4294.92,4582.14,89854,89854,4.5,2010900,0
9/19/2004,4294.76,4557.85,89123,89123,4.4,2010900,0
9/20/2004,4294.62,4536.59,88486,88486,4.4,2010900,0
9/21/2004,4294.44,4509.26,87672,87672,4.4,2010900,0
9/22/2004,4294.26,4481.93,86863,86863,4.3,2010900,0
9/23/2004,4294.12,4460.67,86237,86237,4.3,2010900,0
9/24/2004,4294.04,4448.52,85880,85880,4.3,2010900,0
9/25/2004,4294.12,4460.67,86237,86237,4.3,2010900,0
9/26/2004,4294.22,4475.86,86683,86683,4.3,2010900,0
9/27/2004,4294.24,4478.89,86773,86773,4.3,2010900,0
9/28/2004,4294.26,4481.93,86863,86863,4.3,2010900,0
9/29/2004,4294.36,4497.11,87312,87312,4.3,2010900,0
9/30/2004,4294.4,4503.19,87491,87491,4.4,2010900,0
10/1/2004,4294.42,4506.23,87582,87582,4.4,2010900,0
10/2/2004,4294.45,4510.78,87717,87717,4.4,2010900,0
10/3/2004,4294.47,4513.82,87807,87807,4.4,2010900,0
10/4/2004,4294.52,4521.41,88033,88033,4.4,2010900,0
10/5/2004,4294.59,4532.03,88350,88350,4.4,2010900,0
10/6/2004,4294.63,4538.11,88531,88531,4.4,2010900,0
10/7/2004,4294.69,4547.22,88804,88804,4.4,2010900,0
10/8/2004,4294.79,4562.4,89259,89259,4.4,2010900,0
10/9/2004,4294.9,4579.1,89762,89762,4.5,2010900,0
10/10/2004,4294.99,4592.77,90175,90175,4.5,2010900,0
10/11/2004,4295.08,4606.43,90589,90589,4.5,2010900,0
10/12/2004,4295.18,4621.62,91050,91050,4.5,2010900,0
10/13/2004,4295.26,4633.77,91420,91420,4.5,2010900,0
10/14/2004,4295.36,4648.95,91885,91885,4.6,2010900,0
10/15/2004,4295.46,4664.14,92350,92350,4.6,2010900,0
10/16/2004,4295.57,4680.84,92864,92864,4.6,2010900,0
10/17/2004,4295.67,4696.02,93333,93333,4.6,2010900,0
10/18/2004,4295.75,4708.17,93709,93709,4.7,2010900,0
10/19/2004,4295.83,4720.32,94086,94086,4.7,2010900,0
10/20/2004,4295.9,4730.95,94417,94417,4.7,2010900,0
10/21/2004,4295.96,4740.06,94701,94701,4.7,2010900,0
10/22/2004,4296.04,4752.05,95081,95081,4.7,2010900,0
10/23/2004,4296.14,4766.86,95557,95557,4.8,2010900,0
10/24/2004,4296.22,4778.71,95939,95939,4.8,2010900,0
10/25/2004,4296.3,4790.56,96321,96321,4.8,2010900,0
10/26/2004,4296.38,4802.41,96705,96705,4.8,2010900,0
10/27/2004,4296.48,4817.22,97186,97186,4.8,2010900,0
10/28/2004,4296.54,4826.1,97476,97476,4.8,2010900,0
10/29/2004,4296.64,4840.91,97959,97959,4.9,2010900,0
10/30/2004,4296.7,4849.8,98249,98249,4.9,2010900,0
10/31/2004,4296.8,4864.61,98735,98735,4.9,2010900,0
11/1/2004,4296.88,4876.46,99125,99125,4.9,2010900,0
11/2/2004,4296.9,4879.42,99222,99222,4.9,2010900,0
